Station Name: Oak_Park
Station Height: 62 M 
Latitude:52.857  ,Longitude: -6.909
 10 cm Soil Temperatures in deg C
 Potential Evapotranspiration, Evaporation, Well/Moderately/Poorly Drained Soil Moisture Deficits in mm 
 Global Radiation in Joules/cm sq.

,date,soil,pe,evap,smd_wd,smd_md,smd_pd,glorad,
,01-jan-2008,8.7,0.546,0.662,0.000,-0.154,-0.154,132,
,02-jan-2008,6.1,0.825,1.047,0.725,0.725,0.578,91,
,03-jan-2008,3.0,0.416,0.498,1.139,1.139,0.995,270,
,04-jan-2008,2.4,0.390,0.530,0.000,-3.875,-4.015,74,
,05-jan-2008,3.2,0.253,0.286,0.000,-2.647,-6.462,332,
,06-jan-2008,2.3,0.178,0.262,0.000,-4.822,-10.000,178,
,07-jan-2008,3.5,0.566,0.669,0.000,-2.634,-10.000,318,
,08-jan-2008,4.3,0.486,0.658,0.000,-10.000,-10.000,130,
,09-jan-2008,2.8,0.298,0.380,0.000,-10.000,-10.000,252,
,10-jan-2008,5.4,0.003,0.040,0.000,-10.000,-10.000,320,
,11-jan-2008,1.8,0.111,0.182,0.111,0.111,-9.389,242,
,12-jan-2008,2.2,0.206,0.305,0.000,-5.684,-10.000,173,
,13-jan-2008,6.8,0.312,0.446,0.000,-9.088,-10.000,141,
,14-jan-2008,5.7,0.423,0.550,0.000,-2.377,-10.000,190,
,15-jan-2008,5.6,0.297,0.408,0.000,-0.203,-9.703,152,
,16-jan-2008,3.6,0.256,0.353,0.256,0.256,-8.962,139,
,17-jan-2008,5.3,0.304,0.440,0.000,-6.041,-10.000,231,
,18-jan-2008,7.5,0.538,0.718,0.000,-8.162,-10.000,206,
,19-jan-2008,8.5,0.375,0.506,0.000,-8.325,-10.000,100,
,20-jan-2008,9.8,0.342,0.472,0.000,-1.658,-10.000,146,
,21-jan-2008,8.8,0.297,0.432,0.000,-3.703,-10.000,266,
,22-jan-2008,6.4,0.273,0.405,0.273,0.273,-9.227,69,
,23-jan-2008,9.5,0.776,0.943,0.000,-1.353,-10.000,173,
,24-jan-2008,5.5,0.597,0.726,0.097,0.097,-9.403,487,
,25-jan-2008,6.7,1.035,1.201,1.132,1.132,-7.897,327,
,26-jan-2008,6.8,0.637,0.782,1.763,1.763,-6.865,342,
,27-jan-2008,6.1,0.427,0.562,2.183,2.183,-6.095,530,
,28-jan-2008,5.8,0.192,0.319,2.171,2.171,-5.798,277,
,29-jan-2008,7.5,0.372,0.526,0.000,-2.864,-10.000,142,
,30-jan-2008,3.7,0.469,0.635,0.469,0.469,-9.031,396,
,31-jan-2008,4.4,0.654,0.977,0.000,-5.079,-10.000,409,
,01-feb-2008,2.9,0.394,0.566,0.000,-0.806,-10.000,442,
,02-feb-2008,2.4,0.493,0.701,0.193,0.193,-9.307,252,
,03-feb-2008,4.9,0.549,0.817,0.000,-5.658,-10.000,146,
,04-feb-2008,3.5,0.587,0.789,0.000,-5.913,-10.000,564,
,05-feb-2008,5.5,0.657,0.875,0.000,-1.743,-10.000,320,
,06-feb-2008,5.0,0.301,0.488,0.000,-0.699,-10.000,663,
,07-feb-2008,8.4,0.614,0.841,0.000,-0.686,-10.000,259,
,08-feb-2008,8.8,0.505,0.741,0.000,-0.095,-9.595,93,
,09-feb-2008,8.5,0.696,0.933,0.696,0.696,-8.419,354,
,10-feb-2008,7.5,0.470,0.627,1.164,1.164,-7.528,181,
,11-feb-2008,6.9,0.455,0.689,1.613,1.613,-6.697,716,
,12-feb-2008,4.7,0.430,0.703,2.037,2.037,-5.932,744,
,13-feb-2008,4.3,0.440,0.752,2.469,2.469,-5.196, ,
,14-feb-2008,3.2,0.274,0.433,2.737,2.737,-4.662,620,
,15-feb-2008,3.1,0.353,0.464,3.081,3.081,-4.076,155,
,16-feb-2008,4.1,0.415,0.623,3.485,3.485,-3.457,549,
,17-feb-2008,2.5,0.383,0.634,3.855,3.855,-2.901, ,
,18-feb-2008,2.4,0.226,0.285,4.074,4.074,-2.529, ,
,19-feb-2008,1.7,0.257,0.376,4.321,4.321,-2.146, ,
,20-feb-2008,3.4,0.389,0.567,4.694,4.694,-1.650, ,
,21-feb-2008,6.3,0.951,1.230,5.605,5.605,-0.617,185,
,22-feb-2008,8.1,0.790,1.185,5.555,5.555,-0.596,624,
,23-feb-2008,7.6,0.823,1.108,6.336,6.336,0.257,316,
,24-feb-2008,7.2,0.681,1.026,5.278,5.278,-0.762,689,
,25-feb-2008,5.2,0.517,0.812,3.470,3.470,-2.507,219,
,26-feb-2008,6.1,0.930,1.385,4.270,4.270,-1.552,739,
,27-feb-2008,5.3,0.795,1.155,5.034,5.034,-0.680,875,
,28-feb-2008,5.7,0.642,0.919,5.647,5.647,-0.003,594,
,29-feb-2008,6.5,0.645,1.054,2.059,2.059,-3.558,272,
,01-mar-2008,6.9,1.079,1.516,2.218,2.218,-3.201,393,
,02-mar-2008,7.1,0.892,1.419,2.492,2.492,-2.749,892,
,03-mar-2008,4.0,0.726,1.129,1.302,1.302,-3.785,649,
,04-mar-2008,4.7,1.136,1.584,2.324,2.324,-2.560,853,
,05-mar-2008,5.6,0.821,1.150,3.128,3.128,-1.611,453,
,06-mar-2008,7.4,0.693,1.066,1.102,1.102,-3.537,458,
,07-mar-2008,6.1,1.013,1.568,1.104,1.104,-3.348,958,
,08-mar-2008,7.6,1.104,1.736,0.397,0.397,-3.877,901,
,09-mar-2008,5.4,0.959,1.517,0.000,-2.047,-6.124,947,
,10-mar-2008,5.9,0.754,1.298,0.000,-10.000,-10.000,680,
,11-mar-2008,5.6,1.697,2.600,0.000,-0.803,-10.000,978,
,12-mar-2008,5.1,1.805,2.951,0.000,-0.395,-9.895,1236,
,13-mar-2008,5.8,0.877,1.248,0.000,-0.023,-9.424,537,
,14-mar-2008,5.9,0.501,0.728,0.501,0.501,-8.452,371,
,15-mar-2008,7.8,0.514,0.692,0.000,-5.788,-10.000,175,
,16-mar-2008,7.9,0.678,1.060,0.000,-2.222,-10.000,691,
,17-mar-2008,5.6,1.080,1.541,1.080,1.080,-8.420,932,
,18-mar-2008,5.4,1.216,1.751,2.285,2.285,-6.782,1150,
,19-mar-2008,5.7,1.189,1.725,3.449,3.449,-5.254,1185,
,20-mar-2008,6.4,0.838,1.268,4.261,4.261,-4.154,351,
,21-mar-2008,6.9,1.290,2.137,3.901,3.901,-4.256,1086,
,22-mar-2008,4.3,1.712,2.557,5.552,5.552,-2.331,1268,
,23-mar-2008,5.5,1.411,2.148,6.692,6.692,-1.003,1054,
,24-mar-2008,6.6,1.113,1.558,3.837,3.837,-3.740,767,
,25-mar-2008,5.6,1.094,1.554,4.892,4.892,-2.460,849,
,26-mar-2008,7.2,1.437,2.169,5.666,5.666,-1.499,1387,
,27-mar-2008,7.2,1.454,2.182,5.345,5.345,-1.670,1394,
,28-mar-2008,8.0,1.031,1.917,0.000,-1.874,-8.756,1248,
,29-mar-2008,6.2,1.236,1.945,0.000,-3.664,-10.000,870,
,30-mar-2008,6.7,1.207,1.834,0.000,-10.000,-10.000,970,
,31-mar-2008,7.9,1.129,1.910,0.000,-4.871,-10.000,1286,
,01-apr-2008,9.0,2.239,3.674,2.139,2.139,-7.361,1684,
,02-apr-2008,10.6,1.530,2.263,3.639,3.639,-5.463,1057,
,03-apr-2008,12.0,1.743,2.358,5.324,5.324,-3.447,1156,
,04-apr-2008,10.8,1.379,1.927,5.836,5.836,-2.696,858,
,05-apr-2008,8.5,1.722,2.680,6.767,6.767,-1.539,1528,
,06-apr-2008,5.2,1.313,2.013,6.399,6.399,-1.750,1001,
,07-apr-2008,6.4,1.492,2.207,5.704,5.704,-2.270,1349,
,08-apr-2008,6.1,1.099,1.513,6.746,6.746,-1.058,837,
,09-apr-2008,7.7,1.467,2.064,8.123,8.123,0.462,1152,
,10-apr-2008,7.4,1.663,2.419,9.163,9.163,1.625,1302,
,11-apr-2008,7.8,1.788,2.780,8.503,8.503,1.114,1487,
,12-apr-2008,7.5,1.406,2.057,6.799,6.799,-0.481,1108,
,13-apr-2008,8.8,1.729,2.462,7.721,7.721,0.572,1321,
,14-apr-2008,9.1,2.213,3.145,9.779,9.779,2.785,1858,
,15-apr-2008,9.2,1.953,2.720,11.558,11.558,4.738,1703,
,16-apr-2008,8.7,1.836,2.859,13.201,13.201,6.574,1798,
,17-apr-2008,8.1,1.971,2.918,14.936,14.936,8.545,1299,
,18-apr-2008,7.9,1.961,2.978,16.631,16.631,10.506,1437,
,19-apr-2008,8.3,1.505,2.014,17.908,17.908,12.003,537,
,20-apr-2008,8.3,1.051,1.369,18.788,18.788,13.033,342,
,21-apr-2008,10.8,1.733,2.353,20.225,20.225,14.714,1137,
,22-apr-2008,10.5,1.971,2.900,17.733,17.733,12.492,1509,
,23-apr-2008,11.0,2.184,3.340,18.466,18.466,13.522,1683,
,24-apr-2008,11.3,2.194,3.273,17.091,17.091,12.438,1588,
,25-apr-2008,10.8,1.033,1.600,17.564,17.564,13.046,606,
,26-apr-2008,12.2,1.182,1.779,17.457,17.457,13.092,745,
,27-apr-2008,12.3,2.309,3.252,12.300,12.300,8.230,1810,
,28-apr-2008,11.9,2.010,2.925,11.285,11.285,7.440,1626,
,29-apr-2008,11.0,2.215,3.324,13.273,13.273,9.655,1917,
,30-apr-2008,9.4,1.834,2.661,14.686,14.686,11.289,1078,
,01-may-2008,9.8,2.237,3.156,9.224,9.224,6.097,1526,
,02-may-2008,10.8,2.325,3.566,10.554,10.554,7.622,1957,
,03-may-2008,13.5,2.615,4.163,12.618,12.618,9.937,1960,
,04-may-2008,14.9,2.655,3.978,8.569,8.569,6.192,1942,
,05-may-2008,14.8,2.881,4.009,11.225,11.225,9.073,2103,
,06-may-2008,16.4,3.388,4.706,14.267,14.267,12.461,2435,
,07-may-2008,16.9,3.239,4.427,17.086,17.086,15.621,2265,
,08-may-2008,16.9,3.108,4.191,19.312,19.312,18.154,1820,
,09-may-2008,15.5,1.219,1.626,19.617,19.617,18.574,627,
,10-may-2008,15.1,1.127,1.514,15.843,15.843,14.904,645,
,11-may-2008,17.3,2.795,3.665,18.135,18.135,17.462,1709,
,12-may-2008,19.3,3.506,4.677,21.063,21.063,20.706,2273,
,13-may-2008,19.1,3.538,4.787,23.924,23.924,23.865,2311,
,14-may-2008,18.3,3.265,4.548,26.479,26.479,26.678,2322,
,15-may-2008,17.3,2.945,4.171,28.715,28.715,29.131,2202,
,16-may-2008,16.2,1.996,2.670,30.190,30.190,30.746,1254,
,17-may-2008,14.2,1.567,2.116,31.327,31.327,31.988,997,
,18-may-2008,14.2,1.580,2.142,32.457,32.457,33.220,940,
,19-may-2008,14.1,1.981,2.787,33.853,33.853,34.742,1347,
,20-may-2008,12.4,1.836,2.576,35.125,35.125,36.123,1172,
,21-may-2008,13.9,2.169,3.115,35.901,35.901,37.026,1251,
,22-may-2008,13.0,1.039,1.553,32.601,32.601,33.784,674,
,23-may-2008,15.1,2.550,3.559,30.495,30.495,31.827,1777,
,24-may-2008,16.4,3.022,4.323,32.079,32.079,33.590,2013,
,25-may-2008,14.6,3.052,4.520,34.241,34.241,35.922,1827,
,26-may-2008,14.3,3.003,4.172,35.610,35.610,37.447,1333,
,27-may-2008,12.1,1.296,1.707,35.686,35.686,37.587,426,
,28-may-2008,13.8,1.387,1.855,36.623,36.623,38.592,846,
,29-may-2008,16.5,2.697,3.719,38.423,38.423,40.518,1860,
,30-may-2008,17.6,2.187,2.830,39.646,39.646,41.837,1187,
,31-may-2008,19.0,3.146,4.105,36.258,36.258,38.582,1895,
,01-jun-2008,17.6,2.957,4.005,38.140,38.140,40.593,1899,
,02-jun-2008,18.4,2.879,3.959,39.921,39.921,42.492,1939,
,03-jun-2008,18.4,3.603,5.133,42.216,42.216,44.924,2522,
,04-jun-2008,14.6,1.122,1.645,37.208,37.208,39.954,714,
,05-jun-2008,14.7,1.863,2.564,36.440,36.440,39.259,1277,
,06-jun-2008,14.5,2.488,3.412,34.004,34.004,36.919,1761,
,07-jun-2008,16.3,3.550,4.807,36.457,36.457,39.514,2495,
,08-jun-2008,17.2,2.366,3.079,38.039,38.039,41.181,1379,
,09-jun-2008,20.5,3.702,5.062,40.461,40.461,43.729,2165,
,10-jun-2008,20.8,4.044,5.525,43.017,43.017,46.409,2467,
,11-jun-2008,17.4,1.171,1.588,36.530,36.530,39.954,638,
,12-jun-2008,15.0,2.369,3.392,38.013,38.013,41.513,1623,
,13-jun-2008,15.2,2.506,3.405,39.653,39.653,43.230,1482,
,14-jun-2008,15.7,2.608,3.529,40.520,40.520,44.171,1777,
,15-jun-2008,15.4,2.527,3.463,42.117,42.117,45.835,1644,
,16-jun-2008,16.2,2.606,3.527,43.725,43.725,47.507,1632,
,17-jun-2008,17.1,2.992,4.404,42.628,42.628,46.477,1858,
,18-jun-2008,15.1,1.015,1.533,32.049,32.049,35.921,644,
,19-jun-2008,15.0,3.597,5.529,34.599,34.599,38.586,2691,
,20-jun-2008,16.6,3.585,4.965,37.056,37.056,41.146,2505,
,21-jun-2008,15.0,0.902,1.280,6.354,6.354,10.467,419,
,22-jun-2008,14.6,1.951,3.641,6.992,6.992,11.209,1831,
,23-jun-2008,14.3,2.147,2.923,8.903,8.903,13.230,1326,
,24-jun-2008,14.5,1.742,2.520,8.303,8.303,12.715,982,
,25-jun-2008,15.9,3.429,5.179,11.173,11.173,15.751,2082,
,26-jun-2008,14.4,1.234,1.734,0.000,-1.518,3.114,669,
,27-jun-2008,14.8,1.741,2.497,0.000,-0.359,2.754,1000,
,28-jun-2008,16.2,2.515,3.560,2.315,2.315,5.069,1390,
,29-jun-2008,15.9,3.203,4.650,4.050,4.050,6.872,2054,
,30-jun-2008,16.6,2.736,4.079,6.686,6.686,9.608,1673,
,01-jul-2008,15.9,1.963,3.006,1.130,1.130,4.172,1083,
,02-jul-2008,16.0,2.095,3.118,0.204,0.204,3.267,1422,
,03-jul-2008,14.9,1.670,2.209,0.000,-10.000,-10.000,882,
,04-jul-2008,15.1,2.495,3.609,0.000,-2.705,-10.000,1774,
,05-jul-2008,15.4,1.918,2.766,0.000,-10.000,-10.000,1143,
,06-jul-2008,16.5,2.246,3.203,0.000,-5.754,-10.000,1533,
,07-jul-2008,15.9,2.295,3.234,1.895,1.895,-7.605,1347,
,08-jul-2008,15.5,2.957,4.149,4.801,4.801,-4.268,1823,
,09-jul-2008,16.0,1.762,2.496,4.686,4.686,-4.093,1015,
,10-jul-2008,15.5,1.508,2.072,0.000,-1.571,-10.000,748,
,11-jul-2008,15.2,1.976,2.728,1.076,1.076,-8.424,1092,
,12-jul-2008,15.1,2.391,3.300,3.443,3.443,-5.612,1498,
,13-jul-2008,16.5,3.079,4.328,6.426,6.426,-2.253,2175,
,14-jul-2008,18.1,2.315,3.066,8.606,8.606,0.175,1151,
,15-jul-2008,18.8,3.012,4.169,11.382,11.382,3.187,1659,
,16-jul-2008,16.2,2.113,2.807,13.276,13.276,5.300,906,
,17-jul-2008,16.1,2.232,2.942,15.139,15.139,7.432,935,
,18-jul-2008,17.7,2.582,3.490,14.366,14.366,7.014,1259,
,19-jul-2008,17.2,3.229,4.726,17.173,17.173,10.243,2162,
,20-jul-2008,16.5,3.269,4.589,19.931,19.931,13.504,2142,
,21-jul-2008,17.4,2.821,3.909,22.241,22.241,16.226,1971,
,22-jul-2008,19.6,2.600,3.392,24.316,24.316,18.665,1354,
,23-jul-2008,19.6,2.422,3.256,26.202,26.202,20.876,1444,
,24-jul-2008,20.3,2.933,3.814,27.437,27.437,22.490,1471,
,25-jul-2008,19.8,2.362,3.051,28.710,28.710,24.058,1134,
,26-jul-2008,20.8,3.461,4.573,31.267,31.267,27.032,2015,
,27-jul-2008,21.1,3.349,4.444,33.664,33.664,29.810,1970,
,28-jul-2008,21.5,3.367,4.449,28.001,28.001,24.510,2027,
,29-jul-2008,19.6,2.084,2.869,26.154,26.154,22.891,1102,
,30-jul-2008,18.5,2.383,3.368,3.770,3.770,0.767,1381,
,31-jul-2008,17.6,1.211,1.682,0.000,-10.000,-10.000,603,
,01-aug-2008,16.7,2.553,3.381,0.000,-10.000,-10.000,1195,
,02-aug-2008,17.6,3.196,4.342,2.396,2.396,-7.104,1873,
,03-aug-2008,17.2,2.682,3.577,2.720,2.720,-6.367,1386,
,04-aug-2008,17.8,2.305,3.008,4.968,4.968,-3.743,1152,
,05-aug-2008,17.7,1.792,2.429,1.579,1.579,-6.864,893,
,06-aug-2008,18.1,1.864,2.541,0.000,-9.484,-10.000,1012,
,07-aug-2008,16.9,1.834,2.425,1.434,1.434,-8.066,880,
,08-aug-2008,17.2,2.806,3.727,4.204,4.204,-4.856,1547,
,09-aug-2008,17.7,1.968,2.615,0.000,-4.303,-10.000,783,
,10-aug-2008,16.5,2.615,3.791,1.515,1.515,-7.985,1473,
,11-aug-2008,16.0,2.218,3.057,0.000,-10.000,-10.000,1152,
,12-aug-2008,15.6,1.970,2.781,1.070,1.070,-8.430,1240,
,13-aug-2008,14.5,1.283,1.777,0.000,-2.159,-10.000,620,
,14-aug-2008,15.4,3.098,4.247,3.098,3.098,-6.402,1958,
,15-aug-2008,15.2,1.860,2.543,3.405,3.405,-5.722,966,
,16-aug-2008,15.1,1.227,1.686,0.000,-10.000,-10.000,491,
,17-aug-2008,15.1,1.605,2.345,0.000,-0.995,-10.000,942,
,18-aug-2008,15.9,1.659,2.302,0.000,-2.741,-10.000,918,
,19-aug-2008,16.3,2.101,2.832,1.601,1.601,-7.899,1049,
,20-aug-2008,16.0,1.533,1.984,0.000,-3.489,-10.000,710,
,21-aug-2008,17.0,2.236,2.976,2.136,2.136,-7.364,1264,
,22-aug-2008,15.4,1.993,2.661,4.090,4.090,-5.003,1118,
,23-aug-2008,14.7,0.827,1.248,0.586,0.586,-8.227,454,
,24-aug-2008,16.1,2.446,3.321,3.019,3.019,-5.369,1346,
,25-aug-2008,16.1,1.398,1.774,4.378,4.378,-3.703,385,
,26-aug-2008,16.6,1.487,1.849,5.806,5.806,-2.031,424,
,27-aug-2008,16.4,1.371,1.698,7.105,7.105,-0.558,369,
,28-aug-2008,17.8,2.305,3.054,9.261,9.261,1.775,1248,
,29-aug-2008,17.7,1.552,1.988,10.682,10.682,3.326,655,
,30-aug-2008,16.7,0.988,1.326,11.374,11.374,4.114,422,
,31-aug-2008,16.3,2.096,2.751,13.253,13.253,6.210,1109,
,01-sep-2008,15.8,2.514,3.481,10.764,10.764,4.024,1617,
,02-sep-2008,14.1,1.802,2.606,8.690,8.690,2.127,1183,
,03-sep-2008,13.3,1.776,2.539,1.626,1.626,-4.797,1077,
,04-sep-2008,14.5,1.656,2.232,2.058,2.058,-4.101,1101,
,05-sep-2008,13.7,0.909,1.216,0.000,-10.000,-10.000,338,
,06-sep-2008,13.4,1.194,1.625,0.000,-3.406,-10.000,438,
,07-sep-2008,13.7,1.913,2.629,1.913,1.913,-7.587,1414,
,08-sep-2008,14.2,1.448,2.011,2.636,2.636,-6.460,943,
,09-sep-2008,14.4,1.271,1.989,0.000,-4.923,-10.000,832,
,10-sep-2008,12.7,0.779,1.210,0.000,-6.021,-10.000,379,
,11-sep-2008,13.9,1.346,2.005,1.246,1.246,-8.254,806,
,12-sep-2008,14.0,1.372,1.880,2.002,2.002,-7.070,976,
,13-sep-2008,14.3,1.753,2.441,3.723,3.723,-4.963,1366,
,14-sep-2008,14.6,0.770,1.060,0.000,-4.733,-10.000,343,
,15-sep-2008,14.9,1.047,1.403,0.000,-1.453,-10.000,610,
,16-sep-2008,13.9,0.824,1.118,0.000,-0.376,-9.876,447,
,17-sep-2008,14.5,1.614,2.185,1.614,1.614,-7.768,1092,
,18-sep-2008,14.3,1.592,2.234,3.082,3.082,-5.888,1167,
,19-sep-2008,14.8,1.139,1.485,4.189,4.189,-4.455,535,
,20-sep-2008,15.7,1.923,2.652,6.039,6.039,-2.309,1431,
,21-sep-2008,14.8,1.587,2.197,7.338,7.338,-0.807,1319,
,22-sep-2008,14.1,1.674,2.372,8.900,8.900,0.907,1312,
,23-sep-2008,12.8,1.468,2.054,10.249,10.249,2.375,1181,
,24-sep-2008,11.9,0.978,1.331,11.037,11.037,3.253,688,
,25-sep-2008,13.2,1.216,1.681,12.131,12.131,4.470,935,
,26-sep-2008,13.0,1.187,1.627,13.187,13.187,5.656,874,
,27-sep-2008,13.5,1.366,1.886,14.189,14.189,6.822,1086,
,28-sep-2008,13.5,1.088,1.484,14.837,14.837,7.611,740,
,29-sep-2008,11.5,1.085,1.513,15.676,15.676,8.596,599,
,30-sep-2008,12.8,1.300,1.816,14.091,14.091,7.196,571,
,01-oct-2008,11.3,1.293,2.058,14.618,14.618,7.889,1285,
,02-oct-2008,9.2,1.261,1.815,15.212,15.212,8.650,873,
,03-oct-2008,8.6,1.340,1.825,16.366,16.366,9.990,936,
,04-oct-2008,10.9,0.918,1.235,5.148,5.148,-1.092,333,
,05-oct-2008,11.0,0.884,1.385,0.000,-4.010,-10.000,1124,
,06-oct-2008,10.4,0.701,1.005,0.000,-0.399,-9.899,405,
,07-oct-2008,12.0,0.547,0.753,0.000,-9.153,-10.000,224,
,08-oct-2008,10.6,1.081,1.541,0.981,0.981,-8.519,1053,
,09-oct-2008,11.0,0.649,0.973,0.624,0.624,-8.444,302,
,10-oct-2008,13.6,0.473,0.757,0.000,-5.305,-10.000,215,
,11-oct-2008,13.2,0.697,0.967,0.697,0.697,-8.803,621,
,12-oct-2008,11.8,0.712,0.973,1.204,1.204,-7.852,501,
,13-oct-2008,13.2,0.905,1.248,0.000,-0.002,-8.655,664,
,14-oct-2008,12.4,0.401,0.524,0.000,-10.000,-10.000,144,
,15-oct-2008,10.4,0.740,1.005,0.540,0.540,-8.960,429,
,16-oct-2008,9.0,0.879,1.234,1.414,1.414,-7.633,811,
,17-oct-2008,8.7,0.681,0.950,1.986,1.986,-6.671,540,
,18-oct-2008,9.2,0.571,0.835,2.147,2.147,-6.166,457,
,19-oct-2008,10.8,0.611,0.909,0.246,0.246,-7.747,231,
,20-oct-2008,10.4,0.754,1.103,0.000,-0.502,-8.106,381,
,21-oct-2008,7.7,0.939,1.296,0.139,0.139,-7.562,903,
,22-oct-2008,8.3,0.857,1.163,0.895,0.895,-6.427,681,
,23-oct-2008,10.8,0.818,1.141,0.000,-8.593,-10.000,191,
,24-oct-2008,8.5,1.030,1.348,1.030,1.030,-8.470,783,
,25-oct-2008,9.6,0.652,0.922,0.000,-6.124,-10.000,95,
,26-oct-2008,10.1,0.433,0.695,0.000,-2.867,-10.000,628,
,27-oct-2008,6.4,0.713,0.974,0.613,0.613,-8.887,682,
,28-oct-2008,4.6,0.450,0.669,0.761,0.761,-8.292,587,
,29-oct-2008,3.4,0.393,0.542,0.000,-7.048,-10.000,124,
,30-oct-2008,5.5,0.468,0.660,0.000,-0.032,-9.532,204,
,31-oct-2008,4.0,0.597,0.817,0.597,0.597,-8.458,599,
,01-nov-2008,4.3,0.583,0.795,1.176,1.176,-7.453,576,
,02-nov-2008,5.6,0.439,0.643,1.611,1.611,-6.641,625,
,03-nov-2008,6.7,0.430,0.600,1.935,1.935,-5.979,349,
,04-nov-2008,6.9,0.397,0.512,2.225,2.225,-5.382,122,
,05-nov-2008,8.2,0.358,0.454,2.476,2.476,-4.855,179,
,06-nov-2008,7.8,0.320,0.457,0.000,-2.712,-9.793,157,
,07-nov-2008,7.6,0.499,0.703,0.000,-1.201,-10.000,270,
,08-nov-2008,8.0,0.616,0.819,0.000,-10.000,-10.000,260,
,09-nov-2008,5.0,0.601,0.839,0.000,-6.599,-10.000,212,
,10-nov-2008,4.9,0.755,0.957,0.000,-1.745,-10.000,558,
,11-nov-2008,5.7,0.847,1.009,0.147,0.147,-9.353,562,
,12-nov-2008,5.6,0.386,0.526,0.433,0.433,-8.599,441,
,13-nov-2008,8.3,0.580,0.756,0.000,-1.889,-10.000,84,
,14-nov-2008,10.1,0.644,0.794,0.644,0.644,-8.856,162,
,15-nov-2008,10.5,0.359,0.481,0.301,0.301,-8.754,216,
,16-nov-2008,10.2,0.293,0.407,0.000,-3.006,-10.000,185,
,17-nov-2008,9.8,0.529,0.690,0.000,-1.071,-10.000,124,
,18-nov-2008,8.6,0.361,0.473,0.361,0.361,-9.139,307,
,19-nov-2008,7.8,0.172,0.277,0.432,0.432,-8.610,274,
,20-nov-2008,10.2,0.664,0.780,1.093,1.093,-7.516,320,
,21-nov-2008,8.9,0.572,0.708,1.459,1.459,-6.769,244,
,22-nov-2008,8.3,0.513,0.646,0.765,0.765,-7.118,168,
,23-nov-2008,7.0,0.420,0.563,0.000,-1.518,-9.042,268,
,24-nov-2008,5.5,0.329,0.454,0.000,-1.971,-10.000,240,
,25-nov-2008,4.3,0.096,0.159,0.000,-0.004,-9.504,317,
,26-nov-2008,7.9,0.301,0.369,0.201,0.201,-8.828,337,
,27-nov-2008,7.0,0.302,0.359,0.000,-0.598,-9.185,357,
,28-nov-2008,2.8,0.053,0.163,0.053,0.053,-8.673,393,
,29-nov-2008,2.0,0.120,0.169,0.172,0.172,-8.119,164,
,30-nov-2008,2.2,0.104,0.168,0.276,0.276,-7.609,237,
,01-dec-2008,1.6,0.082,0.149,0.357,0.357,-7.147,362,
,02-dec-2008,2.3,0.245,0.334,0.000,-0.098,-7.245,185,
,03-dec-2008,1.3,0.017,0.052,0.000,-7.283,-10.000,317,
,04-dec-2008,4.2,0.215,0.267,0.000,-8.885,-10.000,270,
,05-dec-2008,4.1,0.252,0.287,0.000,-0.348,-9.848,317,
,06-dec-2008,1.6,0.043,0.096,0.043,0.043,-9.313,223,
,07-dec-2008,0.6,0.072,0.134,0.115,0.115,-8.775,237,
,08-dec-2008,3.4,0.259,0.357,0.000,-3.726,-10.000,108,
,09-dec-2008,2.2,0.206,0.262,0.206,0.206,-9.294,251,
,10-dec-2008,1.9,0.023,0.076,0.229,0.229,-8.806,280,
,11-dec-2008,3.3,0.195,0.264,0.000,-4.876,-10.000,118,
,12-dec-2008,4.1,0.273,0.414,0.000,-10.000,-10.000,66,
,13-dec-2008,3.8,0.000,0.000,0.000,0.000,-9.500,326,
,14-dec-2008,2.8,0.243,0.340,0.243,0.243,-8.782,110,
,15-dec-2008,2.5,0.049,0.094,0.292,0.292,-8.294,202,
,16-dec-2008,5.4,0.318,0.457,0.000,-2.391,-10.000,69,
,17-dec-2008,3.8,0.212,0.251,0.212,0.212,-9.288,248,
,18-dec-2008,6.6,0.391,0.515,0.000,-0.598,-9.633,114,
,19-dec-2008,5.0,0.437,0.588,0.000,-0.063,-9.214,116,
,20-dec-2008,8.8,0.426,0.541,0.000,-1.574,-10.000,103,
,21-dec-2008,9.3,0.374,0.453,0.374,0.374,-9.126,169,
,22-dec-2008,9.1,0.494,0.614,0.867,0.867,-8.175,103,
,23-dec-2008,7.1,0.389,0.508,1.253,1.253,-7.377,80,
,24-dec-2008,5.7,0.192,0.297,1.443,1.443,-6.816,137,
,25-dec-2008,6.2,0.378,0.504,1.817,1.817,-6.097,95,
,26-dec-2008,5.0,0.307,0.414,2.118,2.118,-5.485,95,
,27-dec-2008,1.3,0.000,0.000,2.118,2.118,-5.211,320,
,28-dec-2008,0.4,0.034,0.138,2.152,2.152,-4.917,323,
,29-dec-2008,0.1,0.336,0.450,2.481,2.481,-4.335,63,
,30-dec-2008,0.7,0.425,0.545,2.896,2.896,-3.694,123,
,31-dec-2008,2.1,0.098,0.150,2.991,2.991,-3.411,275,
,01-jan-2009,0.8,0.213,0.285,3.199,3.199,-3.027,98,
,02-jan-2009,1.6,0.428,0.545,3.614,3.614,-2.448,181,
,03-jan-2009,1.9,0.564,0.770,4.160,4.160,-1.761,99,
,04-jan-2009,2.0,0.317,0.434,4.465,4.465,-1.356,79,
,05-jan-2009,0.8,0.029,0.125,4.493,4.493,-1.259,269,
